user,day,anomaly_score,primary_reason,logon_count,logoff_count,unique_pcs,after_hours_ratio,device_connects,file_count,unique_files
GTD0219,2010-02-17,-0.08893107611697182,unique_pcs (z=1.28),6,6,6,1.3333333333333333,5.0,18.0,18.0
GTD0219,2010-05-14,-0.08893107611697182,unique_pcs (z=1.28),6,6,6,1.3333333333333333,5.0,18.0,18.0
AJF0370,2010-12-10,-0.0888758056750516,after_hours_ratio (z=-0.30),5,4,4,0.8,11.0,28.0,28.0
HDS0367,2011-05-13,-0.0886646100167926,logon_count (z=1.48),7,6,6,1.4285714285714286,5.0,10.0,10.0
HDS0367,2011-04-13,-0.0886646100167926,logon_count (z=1.48),7,6,6,1.4285714285714286,5.0,10.0,10.0
BAL0044,2010-09-20,-0.0886646100167926,logon_count (z=1.38),7,6,6,1.1428571428571428,5.0,15.0,15.0
HDS0367,2011-03-16,-0.0886646100167926,logon_count (z=1.48),7,6,6,1.1428571428571428,5.0,15.0,15.0
BAL0044,2010-10-04,-0.0886646100167926,logon_count (z=1.38),7,6,6,1.1428571428571428,5.0,15.0,15.0
HDS0367,2011-01-21,-0.0886646100167926,logon_count (z=1.48),7,6,6,1.1428571428571428,5.0,15.0,15.0
MPM0220,2010-10-18,-0.08860935826932248,logon_count (z=-0.59),4,4,4,1.0,11.0,30.0,30.0
AJF0370,2010-07-13,-0.088398234045026,file_count (z=-1.15),5,5,5,0.8,12.0,21.0,21.0
EIS0041,2010-04-20,-0.08834300098568271,device_connects (z=1.89),7,6,6,1.4285714285714286,7.0,7.0,7.0
EIS0041,2010-04-21,-0.08813194817118741,logon_count (z=1.48),7,6,6,0.8571428571428571,6.0,14.0,14.0
IBB0359,2010-05-11,-0.08813194817118741,after_hours_ratio (z=1.15),6,5,5,1.3333333333333333,13.0,11.0,11.0
IBB0359,2011-02-01,-0.08807673379365,after_hours_ratio (z=1.85),5,5,5,1.6,12.0,12.0,12.0
BAL0044,2010-10-06,-0.08807673379365,file_count (z=2.87),6,5,5,1.3333333333333333,5.0,28.0,28.0
EIS0041,2010-09-07,-0.08786575236480243,logoff_count (z=2.06),7,7,7,1.1428571428571428,5.0,14.0,14.0
BAL0044,2010-12-03,-0.08786575236480243,after_hours_ratio (z=1.39),7,6,6,1.4285714285714286,4.0,11.0,11.0
IBB0359,2010-09-16,-0.08786575236480243,file_count (z=1.25),6,5,5,0.6666666666666666,13.0,17.0,17.0
MPM0220,2010-11-01,-0.08781055666275206,after_hours_ratio (z=0.68),5,4,4,1.2,12.0,27.0,27.0
IBB0359,2010-11-04,-0.08759964659540698,file_count (z=1.89),5,5,4,1.0,12.0,21.0,21.0
HDS0367,2010-07-28,-0.08759964659540698,logon_count (z=1.48),7,6,6,1.1428571428571428,6.0,11.0,11.0
HDS0367,2010-08-30,-0.08759964659540698,device_connects (z=1.75),7,6,6,0.8571428571428571,7.0,11.0,11.0
HDS0367,2011-01-03,-0.08754446956252693,logon_count (z=1.48),7,6,6,1.4285714285714286,5.0,9.0,9.0
BAL0044,2011-02-22,-0.08754446956252693,file_count (z=2.73),6,6,5,1.0,4.0,27.0,27.0
BSS0369,2010-03-05,-0.08748929640069947,unique_pcs (z=1.37),6,6,6,1.3333333333333333,13.0,6.0,6.0
IBB0359,2010-12-15,-0.0873336308325473,logon_count (z=1.41),7,6,5,1.4285714285714286,10.0,5.0,5.0
MPM0220,2010-09-01,-0.08727847246252296,file_count (z=-0.53),5,4,4,0.8,12.0,27.0,27.0
AJF0370,2010-07-19,-0.08727847246252296,device_connects (z=-0.93),4,4,4,1.0,10.0,31.0,31.0
AJF0370,2010-02-04,-0.08716816733143273,after_hours_ratio (z=1.59),4,4,4,1.5,11.0,26.0,26.0
AJF0370,2010-12-17,-0.08716816733143273,after_hours_ratio (z=1.59),4,4,4,1.5,11.0,26.0,26.0
HDS0367,2011-03-08,-0.08706770504577999,logon_count (z=1.48),7,6,6,0.8571428571428571,6.0,13.0,13.0
HDS0367,2010-02-15,-0.08706770504577999,file_count (z=1.67),6,6,6,0.6666666666666666,5.0,21.0,21.0
HDS0367,2010-01-08,-0.08706770504577999,logon_count (z=1.48),7,6,6,0.8571428571428571,6.0,13.0,13.0
AJF0370,2010-10-06,-0.08706770504577999,logon_count (z=0.85),6,5,5,0.6666666666666666,12.0,24.0,24.0
IBB0359,2010-08-03,-0.08701256533229906,device_connects (z=1.48),7,6,6,0.5714285714285714,14.0,6.0,6.0
IBB0359,2010-12-10,-0.08701256533229906,device_connects (z=1.48),7,6,6,1.1428571428571428,14.0,3.0,3.0
HDS0367,2010-11-29,-0.08701256533229895,file_count (z=2.57),6,5,5,1.0,7.0,27.0,27.0
IBB0359,2010-06-08,-0.08695742948725238,logoff_count (z=1.98),7,7,6,1.5714285714285714,12.0,0.0,0.0
GTD0219,2010-01-04,-0.08680186920467192,unique_pcs (z=1.28),6,6,6,1.3333333333333333,6.0,14.0,14.0
GTD0219,2010-01-06,-0.08680186920467192,unique_pcs (z=1.28),6,6,6,1.3333333333333333,6.0,14.0,14.0
IBB0359,2011-03-02,-0.08680186920467192,after_hours_ratio (z=1.15),6,5,5,1.3333333333333333,12.0,12.0,12.0
AJF0370,2010-07-09,-0.08674674814142391,after_hours_ratio (z=0.78),5,4,4,1.2,11.0,27.0,27.0
BSS0369,2010-04-19,-0.08674674814142391,file_count (z=1.20),5,5,5,1.2,12.0,17.0,17.0
MPM0220,2010-01-29,-0.08674674814142391,device_connects (z=-0.78),4,4,3,0.75,10.0,34.0,34.0
BSS0369,2010-09-19,-0.08669163094530186,unique_pcs (z=1.37),6,6,6,1.3333333333333333,12.0,8.0,8.0
EIS0041,2010-11-19,-0.08653612327880023,logon_count (z=1.48),7,6,6,1.1428571428571428,5.0,14.0,14.0
BAL0044,2011-03-02,-0.08653612327880023,logon_count (z=1.38),7,6,6,1.1428571428571428,5.0,13.0,13.0
EIS0041,2010-01-07,-0.08653612327880023,logon_count (z=1.48),7,6,6,1.1428571428571428,5.0,14.0,14.0
IBB0359,2010-11-01,-0.08648102085947706,device_connects (z=1.48),7,6,6,0.8571428571428571,14.0,5.0,5.0
MOS0047,2010-01-28,-0.08648102085947706,logon_count (z=1.17),7,6,6,1.1428571428571428,7.0,9.0,9.0
MPM0220,2010-10-20,-0.08648102085947695,file_count (z=1.76),5,4,4,0.4,12.0,43.0,43.0
AJF0370,2011-02-07,-0.08648102085947695,after_hours_ratio (z=-1.12),4,4,4,0.5,11.0,37.0,37.0
AJF0370,2010-07-28,-0.08648102085947695,file_count (z=1.65),5,4,4,0.4,12.0,42.0,42.0
EIS0041,2010-01-27,-0.08648102085947695,file_count (z=2.60),6,5,5,1.0,5.0,30.0,30.0
MPM0220,2010-04-08,-0.08648102085947695,after_hours_ratio (z=-1.32),5,4,4,0.4,12.0,36.0,36.0
AJF0370,2010-11-24,-0.08642592230597179,after_hours_ratio (z=1.59),4,4,4,1.5,11.0,25.0,25.0
MOS0047,2010-04-28,-0.08627046723775234,file_count (z=1.64),6,5,5,1.3333333333333333,7.0,20.0,20.0
HDS0367,2011-01-31,-0.08627046723775234,logoff_count (z=1.41),6,6,6,1.1666666666666667,5.0,18.0,18.0
MOS0047,2010-07-13,-0.08627046723775234,logon_count (z=1.17),7,6,6,0.8571428571428571,6.0,12.0,12.0
EIS0041,2010-04-26,-0.08621538345604784,file_count (z=2.20),6,5,5,1.0,6.0,27.0,27.0
AJF0370,2010-10-13,-0.08621538345604784,file_count (z=-0.35),5,4,4,0.8,11.0,27.0,27.0
MPM0220,2010-05-13,-0.08621538345604784,file_count (z=-0.53),5,4,4,0.8,11.0,27.0,27.0
EIS0041,2011-03-07,-0.08621538345604784,file_count (z=2.60),5,5,5,1.4,5.0,30.0,30.0
MPM0220,2010-06-21,-0.08621538345604784,after_hours_ratio (z=-1.07),4,4,4,0.5,11.0,33.0,33.0
IBB0359,2010-10-18,-0.0860049010511259,device_connects (z=0.94),6,5,5,1.0,13.0,12.0,12.0
IBB0359,2011-05-03,-0.0860049010511259,file_count (z=0.77),6,5,5,1.0,12.0,14.0,14.0
HDS0367,2010-12-07,-0.0860049010511259,device_connects (z=2.32),7,6,6,0.8571428571428571,8.0,10.0,10.0
IBB0359,2010-01-20,-0.0860049010511259,after_hours_ratio (z=-1.47),6,5,5,0.3333333333333333,13.0,16.0,16.0
EIS0041,2011-03-14,-0.0860049010511259,device_connects (z=2.48),7,6,6,0.8571428571428571,8.0,10.0,10.0
IBB0359,2010-10-01,-0.0860049010511259,device_connects (z=0.94),6,5,5,1.0,13.0,12.0,12.0
IBB0359,2011-03-08,-0.0860049010511259,file_count (z=0.77),6,5,5,1.0,12.0,14.0,14.0
IBB0359,2010-10-22,-0.0860049010511259,device_connects (z=0.94),6,5,5,1.0,13.0,12.0,12.0
HDS0367,2010-09-22,-0.08594983590073624,after_hours_ratio (z=1.77),5,5,5,1.6,7.0,19.0,19.0
BSS0369,2010-04-09,-0.08589477461355,unique_pcs (z=1.37),6,6,6,1.0,13.0,8.0,8.0
IBB0359,2010-10-19,-0.08589477461355,file_count (z=2.21),4,4,4,1.5,12.0,23.0,23.0
CCA0046,2010-09-14,-0.08573942468852902,unique_pcs (z=1.38),6,6,6,1.3333333333333333,6.0,13.0,13.0
IBB0359,2011-01-25,-0.08573942468852902,file_count (z=1.57),5,5,4,1.0,12.0,19.0,19.0
IBB0359,2010-08-16,-0.08573942468852902,file_count (z=2.21),6,5,5,0.3333333333333333,13.0,23.0,23.0
HDS0367,2010-06-17,-0.08573942468852902,logon_count (z=1.48),7,6,6,1.1428571428571428,5.0,12.0,12.0
BSS0369,2010-08-11,-0.08568437816315255,file_count (z=1.03),5,5,5,1.2,12.0,16.0,16.0
AJF0370,2010-08-23,-0.08568437816315244,after_hours_ratio (z=0.78),5,4,4,1.2,12.0,26.0,26.0
MPM0220,2010-01-04,-0.08568437816315244,after_hours_ratio (z=0.68),5,4,4,1.2,12.0,26.0,26.0
AJF0370,2010-11-29,-0.08568437816315244,after_hours_ratio (z=0.78),5,4,4,1.2,12.0,26.0,26.0
BAL0044,2011-05-03,-0.08547403811957999,device_connects (z=1.88),7,6,6,0.8571428571428571,6.0,11.0,11.0
MPM0220,2010-10-08,-0.08541901021291687,after_hours_ratio (z=-1.32),5,4,4,0.4,11.0,37.0,37.0
AJF0370,2011-04-01,-0.08541901021291687,device_connects (z=-1.59),5,4,4,0.8,9.0,36.0,36.0
AJF0370,2011-01-28,-0.08541901021291687,device_connects (z=-0.93),5,4,4,1.2,10.0,27.0,27.0
EIS0041,2010-11-23,-0.08541901021291687,after_hours_ratio (z=2.04),6,6,6,1.6666666666666667,4.0,11.0,11.0
CCA0046,2010-05-18,-0.08520874131390732,unique_pcs (z=1.38),6,6,6,1.5,6.0,10.0,10.0
EIS0041,2010-11-03,-0.08520874131390732,logoff_count (z=1.37),6,6,6,1.3333333333333333,5.0,15.0,15.0
GTD0219,2010-04-15,-0.08520874131390732,unique_pcs (z=1.28),6,6,6,1.3333333333333333,5.0,15.0,15.0
EIS0041,2010-03-29,-0.08520874131390732,logon_count (z=1.48),7,6,6,0.8571428571428571,5.0,14.0,14.0
BAL0044,2010-04-05,-0.08520874131390732,unique_pcs (z=1.37),6,6,6,1.3333333333333333,5.0,15.0,15.0
AJF0370,2011-01-20,-0.08515373201966003,file_count (z=-0.49),5,4,4,0.8,12.0,26.0,26.0
AJF0370,2010-06-03,-0.08515373201966003,after_hours_ratio (z=-0.85),5,4,4,0.6,12.0,27.0,27.0
AJF0370,2010-03-29,-0.08515373201966003,file_count (z=-0.49),5,4,4,0.8,12.0,26.0,26.0
BSS0369,2010-04-29,-0.08515373201966003,after_hours_ratio (z=1.38),5,5,5,1.6,11.0,11.0,11.0
AJF0370,2011-01-11,-0.08509872658469742,after_hours_ratio (z=1.59),4,4,4,1.5,12.0,19.0,19.0
BAL0044,2010-04-23,-0.08494353424114987,logon_count (z=1.38),7,6,6,1.1428571428571428,5.0,11.0,11.0
BSS0369,2010-03-27,-0.08488854355302311,unique_pcs (z=2.06),7,7,7,0.5714285714285714,14.0,4.0,4.0
BSS0369,2010-03-03,-0.08483355672287562,unique_pcs (z=1.37),6,6,6,1.3333333333333333,13.0,5.0,5.0
BSS0369,2010-03-08,-0.08483355672287562,device_connects (z=1.49),6,6,6,1.3333333333333333,14.0,5.0,5.0
BSS0369,2010-06-29,-0.08467841687095667,file_count (z=1.36),5,5,5,0.8,12.0,18.0,18.0
HDS0367,2010-05-05,-0.08467841687095667,after_hours_ratio (z=-1.71),7,6,6,0.2857142857142857,4.0,16.0,16.0
AJF0370,2010-05-05,-0.08467841687095667,after_hours_ratio (z=0.78),5,4,4,1.2,12.0,25.0,25.0
MOS0047,2010-09-07,-0.08462344478265715,logoff_count (z=1.69),7,7,7,1.2857142857142858,7.0,6.0,6.0
IBB0359,2010-12-20,-0.08462344478265715,unique_pcs (z=2.08),7,7,7,0.8571428571428571,14.0,4.0,4.0
MPM0220,2010-01-13,-0.08462344478265715,device_connects (z=-1.32),5,4,4,0.8,9.0,32.0,32.0
IBB0359,2010-07-28,-0.08441338917298713,device_connects (z=0.94),6,5,5,1.0,13.0,11.0,11.0
EIS0041,2011-03-15,-0.08441338917298713,logon_count (z=1.48),7,6,6,1.0,5.0,12.0,12.0
BSS0369,2010-07-21,-0.08435843567822376,device_connects (z=0.90),5,5,5,1.2,13.0,14.0,14.0
HDS0367,2010-04-26,-0.08435843567822376,logon_count (z=1.48),7,6,6,1.4285714285714286,6.0,6.0,6.0
CCA0046,2010-07-16,-0.08424854025453599,after_hours_ratio (z=1.47),6,6,6,1.6666666666666667,6.0,8.0,8.0
EIS0041,2010-06-03,-0.08414845111691094,logon_count (z=1.48),7,6,6,0.8571428571428571,5.0,13.0,13.0
GTD0219,2010-05-06,-0.08414845111691094,unique_pcs (z=1.28),6,6,6,1.3333333333333333,6.0,12.0,12.0
EIS0041,2010-01-22,-0.08409351620939465,device_connects (z=1.89),5,5,5,1.6,7.0,18.0,18.0
AJF0370,2011-01-30,-0.08409351620939465,after_hours_ratio (z=-1.39),5,4,4,0.4,12.0,30.0,30.0
AJF0370,2010-08-19,-0.08409351620939465,after_hours_ratio (z=-1.12),4,4,4,0.5,11.0,31.0,31.0
AJF0370,2011-04-29,-0.08409351620939465,after_hours_ratio (z=-1.39),5,4,4,0.4,12.0,30.0,30.0
AJF0370,2010-04-23,-0.08409351620939465,after_hours_ratio (z=-1.39),5,4,4,0.4,12.0,31.0,31.0
BSS0369,2010-01-29,-0.08388360267240802,file_count (z=1.84),4,4,4,1.0,12.0,21.0,21.0
IBB0359,2010-04-26,-0.08388360267240802,file_count (z=1.57),5,4,4,1.2,12.0,19.0,19.0
AJF0370,2010-06-16,-0.08388360267240802,file_count (z=-1.42),5,4,4,1.2,12.0,19.0,19.0
IBB0359,2010-03-09,-0.08386796663262153,after_hours_ratio (z=1.85),5,5,5,1.6,13.0,10.0,10.0
BSS0369,2010-08-12,-0.08386796663262153,after_hours_ratio (z=1.38),5,5,5,1.6,13.0,10.0,10.0
IBB0359,2010-12-06,-0.08386796663262153,after_hours_ratio (z=1.85),5,5,5,1.6,13.0,10.0,10.0
BSS0369,2010-05-09,-0.08382868634585194,device_connects (z=1.49),6,6,6,0.3333333333333333,14.0,9.0,9.0
HDS0367,2010-12-10,-0.08361884380916829,logon_count (z=1.48),7,6,6,0.7142857142857143,6.0,11.0,11.0
HDS0367,2010-11-19,-0.08361884380916829,file_count (z=2.27),6,5,5,1.3333333333333333,5.0,25.0,25.0
MPM0220,2010-11-04,-0.08361884380916829,file_count (z=-0.96),6,5,3,1.1666666666666667,12.0,24.0,24.0
AJF0370,2011-02-02,-0.08361884380916829,after_hours_ratio (z=0.78),5,4,4,1.2,11.0,25.0,25.0
IBB0359,2011-04-18,-0.08361884380916829,file_count (z=2.05),6,5,5,1.0,9.0,22.0,22.0
MPM0220,2010-02-05,-0.08350905215686633,file_count (z=-1.67),4,4,4,1.5,10.0,19.0,19.0
HDS0367,2010-09-27,-0.08335417449689242,logon_count (z=1.48),7,6,6,0.8571428571428571,5.0,12.0,12.0
BAL0044,2010-07-01,-0.08335417449689242,logon_count (z=1.38),7,6,6,0.8571428571428571,5.0,12.0,12.0
MPM0220,2010-08-17,-0.08329929531340474,after_hours_ratio (z=-1.32),5,4,4,0.4,12.0,29.0,29.0
AJF0370,2010-05-19,-0.08329929531340474,after_hours_ratio (z=-1.12),4,4,4,0.5,11.0,29.0,29.0
IBB0359,2011-01-26,-0.08329929531340474,logoff_count (z=1.31),6,6,5,1.1666666666666667,13.0,8.0,8.0
MPM0220,2010-03-30,-0.08329929531340474,logoff_count (z=-0.79),4,3,3,1.0,11.0,35.0,35.0
CCA0046,2010-04-27,-0.08329929531340474,unique_pcs (z=2.07),7,7,7,1.0,6.0,9.0,9.0
BAL0044,2011-04-14,-0.08329929531340474,file_count (z=2.73),6,5,5,0.6666666666666666,5.0,27.0,27.0
AJF0370,2011-01-26,-0.08329929531340474,logoff_count (z=-0.72),4,3,3,1.0,11.0,35.0,35.0
MPM0220,2010-07-13,-0.08329929531340474,file_count (z=1.33),4,3,3,1.0,11.0,40.0,40.0
CCA0046,2010-04-12,-0.08329929531340474,file_count (z=3.20),5,5,5,1.2,4.0,30.0,30.0
AJF0370,2010-08-20,-0.08329929531340474,logoff_count (z=-0.72),4,3,3,1.0,11.0,34.0,34.0
EIS0041,2010-12-27,-0.08329929531340474,file_count (z=2.20),6,5,5,0.6666666666666666,5.0,27.0,27.0
AJF0370,2010-02-11,-0.08329929531340474,file_count (z=0.98),4,3,3,1.0,11.0,37.0,37.0
AJF0370,2010-12-06,-0.08308959470529087,file_count (z=-0.89),5,4,4,1.2,12.0,23.0,23.0
IBB0359,2011-03-10,-0.08308959470529087,file_count (z=1.57),5,4,4,1.2,11.0,19.0,19.0
MPM0220,2010-01-21,-0.08308959470529087,file_count (z=-0.81),5,4,4,0.8,11.0,25.0,25.0
IBB0359,2010-09-27,-0.08308959470529087,after_hours_ratio (z=-1.47),6,5,5,0.3333333333333333,11.0,17.0,17.0
AJF0370,2010-10-01,-0.08308959470529087,file_count (z=-1.15),4,4,4,1.0,11.0,21.0,21.0
EIS0041,2010-11-04,-0.0830347340839156,logon_count (z=1.48),7,6,6,1.4285714285714286,5.0,8.0,8.0
MPM0220,2010-03-08,-0.0830347340839156,after_hours_ratio (z=-0.82),5,4,4,0.6,12.0,26.0,26.0
AJF0370,2010-06-14,-0.0830347340839156,after_hours_ratio (z=-1.39),5,4,4,0.4,11.0,31.0,31.0
BAL0044,2011-03-09,-0.08282510440408464,logon_count (z=1.38),7,6,6,0.5714285714285714,4.0,14.0,14.0
IBB0359,2010-07-08,-0.08277026233854334,after_hours_ratio (z=-1.59),7,6,6,0.2857142857142857,13.0,6.0,6.0
MOS0047,2010-07-30,-0.08277026233854334,device_connects (z=1.38),7,6,6,1.1428571428571428,8.0,7.0,7.0
CCA0046,2010-09-22,-0.08277026233854323,file_count (z=2.75),5,5,5,1.2,6.0,27.0,27.0
BAL0044,2011-02-07,-0.08256070356300471,device_connects (z=1.88),6,6,6,1.3333333333333333,6.0,11.0,11.0
BAL0044,2011-02-04,-0.08256070356300471,logon_count (z=1.38),7,6,6,0.8571428571428571,5.0,11.0,11.0
HDS0367,2010-09-29,-0.08256070356300471,logon_count (z=1.48),7,6,6,1.1428571428571428,4.0,12.0,12.0
IBB0359,2010-06-09,-0.08256070356300471,file_count (z=1.57),5,5,5,0.4,12.0,19.0,19.0
AJF0370,2010-03-17,-0.08256070356300471,file_count (z=-1.42),5,5,5,0.4,12.0,19.0,19.0
HDS0367,2010-01-26,-0.08256070356300471,logon_count (z=1.48),7,6,6,1.1428571428571428,5.0,10.0,10.0
MOS0047,2010-08-23,-0.08256070356300471,logoff_count (z=1.06),6,6,6,1.0,7.0,12.0,12.0
BAL0044,2010-05-25,-0.08256070356300471,logon_count (z=1.38),7,6,6,1.1428571428571428,5.0,10.0,10.0
BSS0369,2010-04-07,-0.08254509394868947,after_hours_ratio (z=1.38),5,5,5,1.6,13.0,9.0,9.0
AJF0370,2011-03-16,-0.0825058800470212,logoff_count (z=-0.72),4,3,3,1.0,11.0,32.0,32.0
AJF0370,2011-03-17,-0.0825058800470212,logoff_count (z=-0.72),4,3,3,1.0,11.0,32.0,32.0
MPM0220,2010-04-29,-0.0825058800470212,logoff_count (z=-0.79),4,3,3,1.0,11.0,32.0,32.0
AJF0370,2010-05-11,-0.0825058800470212,logoff_count (z=-0.72),4,3,3,1.0,11.0,32.0,32.0
BSS0369,2010-06-23,-0.0825058800470212,device_connects (z=0.90),5,5,5,1.2,13.0,13.0,13.0
MPM0220,2010-08-26,-0.0825058800470212,logoff_count (z=-0.79),4,3,3,1.0,11.0,32.0,32.0
AJF0370,2010-12-23,-0.0825058800470212,logoff_count (z=-0.72),4,3,3,1.0,11.0,33.0,33.0
BSS0369,2010-08-01,-0.08245106037728855,device_connects (z=1.49),6,6,6,0.8333333333333334,14.0,7.0,7.0
BAL0044,2010-01-19,-0.08229639215179263,after_hours_ratio (z=1.39),7,6,5,1.4285714285714286,4.0,12.0,12.0
IBB0359,2010-04-13,-0.08229639215179263,device_connects (z=0.94),6,5,5,1.1666666666666667,13.0,9.0,9.0
EIS0041,2010-07-09,-0.08224158717909269,device_connects (z=1.89),7,6,6,1.1428571428571428,7.0,8.0,8.0
BSS0369,2010-01-24,-0.08203217014019992,file_count (z=1.20),5,5,5,0.8,10.0,17.0,17.0
BAL0044,2011-01-07,-0.08197738370451169,unique_pcs (z=2.08),7,7,7,1.4285714285714286,4.0,8.0,8.0
AJF0370,2010-03-01,-0.08197738370451157,file_count (z=1.38),4,3,3,1.0,10.0,40.0,40.0
CCA0046,2010-07-26,-0.08197738370451157,file_count (z=2.16),5,5,5,1.6,5.0,23.0,23.0
BSS0369,2010-08-26,-0.08192260111247285,unique_pcs (z=1.37),6,6,6,0.6666666666666666,13.0,8.0,8.0
IBB0359,2010-03-17,-0.08176803749798844,after_hours_ratio (z=1.15),6,5,5,1.3333333333333333,12.0,10.0,10.0
IBB0359,2010-11-11,-0.08176803749798844,device_connects (z=0.94),6,5,5,0.8333333333333334,13.0,11.0,11.0
BSS0369,2010-09-09,-0.08175244371751433,after_hours_ratio (z=1.38),5,5,5,1.6,12.0,10.0,10.0
BSS0369,2010-08-24,-0.08165850553044474,after_hours_ratio (z=1.16),4,4,4,1.5,12.0,16.0,16.0
HDS0367,2011-03-30,-0.08162691836758096,logon_count (z=1.48),7,6,6,1.4285714285714286,5.0,7.0,7.0
BAL0044,2010-10-13,-0.08150399419493026,logon_count (z=1.38),7,6,6,1.1428571428571428,4.0,11.0,11.0
AJF0370,2011-03-08,-0.08150399419493026,file_count (z=-0.89),5,4,4,0.8,12.0,23.0,23.0
MPM0220,2010-09-29,-0.08150399419493026,after_hours_ratio (z=1.85),3,4,3,1.6666666666666667,11.0,25.0,25.0
MOS0047,2010-04-26,-0.08150399419493026,logon_count (z=1.78),8,7,7,0.75,5.0,10.0,10.0
BSS0369,2010-08-10,-0.08128501971826063,file_count (z=-1.55),6,6,6,1.6666666666666667,14.0,0.0,0.0
BAL0044,2010-07-26,-0.08124004020080755,file_count (z=2.44),6,5,5,1.0,5.0,25.0,25.0
MPM0220,2010-04-06,-0.08118530933854329,file_count (z=-0.96),4,5,4,1.25,11.0,24.0,24.0
GTD0219,2010-04-08,-0.08118530933854329,file_count (z=1.45),5,5,5,1.6,4.0,21.0,21.0
AJF0370,2010-02-22,-0.08118530933854329,device_connects (z=-0.93),4,3,3,1.0,10.0,32.0,32.0
BAL0044,2011-03-10,-0.08118530933854329,device_connects (z=1.88),7,6,6,0.8571428571428571,6.0,9.0,9.0
MPM0220,2010-04-20,-0.08118530933854329,logoff_count (z=-0.79),4,3,3,1.0,10.0,33.0,33.0
IBB0359,2011-03-01,-0.08113058231602965,after_hours_ratio (z=1.59),4,4,4,1.5,11.0,16.0,16.0
IBB0359,2010-07-20,-0.08113058231602965,unique_pcs (z=1.40),6,6,6,1.3333333333333333,11.0,5.0,5.0
GTD0219,2010-04-16,-0.0810758591329972,device_connects (z=1.80),6,6,6,1.6666666666666667,7.0,5.0,5.0
EIS0041,2011-05-16,-0.08097617548541303,logon_count (z=1.48),7,6,6,0.5714285714285714,5.0,11.0,11.0
IBB0359,2010-04-14,-0.08097617548541303,after_hours_ratio (z=1.15),6,5,5,1.3333333333333333,13.0,8.0,8.0
IBB0359,2011-02-17,-0.08092146313509352,device_connects (z=1.48),7,6,6,0.8571428571428571,14.0,2.0,2.0
CCA0046,2010-03-23,-0.08092146313509352,unique_pcs (z=2.07),7,7,7,1.2857142857142858,5.0,8.0,8.0
AJF0370,2011-02-01,-0.08092146313509352,after_hours_ratio (z=-1.39),5,4,4,0.4,10.0,29.0,29.0
MOS0047,2010-01-27,-0.0808667546232259,logoff_count (z=1.69),7,7,7,1.4285714285714286,8.0,2.0,2.0
IBB0359,2010-06-18,-0.08071240001854929,logon_count (z=0.77),6,5,5,0.6666666666666666,12.0,13.0,13.0
HDS0367,2010-08-10,-0.08071240001854929,file_count (z=1.22),6,5,5,1.3333333333333333,6.0,18.0,18.0
IBB0359,2010-02-03,-0.08071240001854929,after_hours_ratio (z=1.15),6,5,5,1.3333333333333333,12.0,9.0,9.0
IBB0359,2011-01-28,-0.08065770617391321,logon_count (z=1.41),7,6,6,0.5714285714285714,12.0,4.0,4.0
IBB0359,2010-11-03,-0.08065770617391321,logon_count (z=2.05),8,6,6,1.0,11.0,4.0,4.0
IBB0359,2010-01-28,-0.08060301616643073,unique_pcs (z=1.40),6,6,6,1.3333333333333333,13.0,3.0,3.0
BSS0369,2010-05-23,-0.08044871377002927,after_hours_ratio (z=-1.28),5,5,5,0.4,13.0,15.0,15.0
MOS0047,2010-04-05,-0.08044871377002927,logoff_count (z=1.06),6,6,6,1.0,6.0,12.0,12.0
CCA0046,2010-06-04,-0.08044871377002927,unique_pcs (z=1.38),6,6,6,1.3333333333333333,5.0,12.0,12.0
MPM0220,2010-05-12,-0.08039403842481718,logoff_count (z=-0.79),4,3,3,1.0,11.0,31.0,31.0
AJF0370,2011-04-13,-0.08039403842481718,logoff_count (z=-0.72),4,3,3,1.0,11.0,30.0,30.0
BAL0044,2010-06-07,-0.0801851167096761,file_count (z=2.44),6,5,5,1.0,4.0,25.0,25.0
BAL0044,2011-02-24,-0.0801851167096761,logon_count (z=1.38),7,6,6,0.5714285714285714,4.0,12.0,12.0
CCA0046,2010-10-14,-0.0801851167096761,device_connects (z=2.48),6,6,5,1.1666666666666667,8.0,12.0,12.0
IBB0359,2010-07-13,-0.0801851167096761,device_connects (z=0.94),6,5,5,1.0,13.0,9.0,9.0
IBB0359,2010-01-29,-0.0801851167096761,after_hours_ratio (z=1.15),6,5,5,1.3333333333333333,13.0,7.0,7.0
AJF0370,2010-07-23,-0.08013045985763101,logoff_count (z=-0.72),4,3,3,1.0,11.0,29.0,29.0
AJF0370,2011-03-14,-0.08013045985763101,logoff_count (z=-0.72),4,3,3,1.0,11.0,29.0,29.0
MOS0047,2010-06-04,-0.08013045985763101,logon_count (z=1.78),8,7,7,0.625,8.0,8.0,8.0
AJF0370,2010-10-26,-0.08013045985763101,logoff_count (z=-0.72),4,3,3,1.0,11.0,28.0,28.0
HDS0367,2011-03-29,-0.08002115765694673,after_hours_ratio (z=1.95),6,6,6,1.6666666666666667,5.0,8.0,8.0
EIS0041,2010-06-14,-0.07992160880732313,logoff_count (z=1.37),6,6,6,0.6666666666666666,5.0,16.0,16.0
BSS0369,2010-04-12,-0.07986697044219004,device_connects (z=1.49),5,5,5,1.2,14.0,11.0,11.0
EIS0041,2011-03-31,-0.07986697044219004,file_count (z=3.67),5,4,4,1.2,4.0,38.0,38.0
